town,latitude,longitude
"Lomas",42.27354,-4.5503861
"Magaz de Pisuerga",41.9825261,-4.4279316
"Manquillos",42.2042764,-4.5675522
"Mantinos",42.7522973,-4.8412781
"Marcilla de Campos",42.3178263,-4.3959413
"Mazariegos",42.0271751,-4.714452
"Mazuecos de Valdeginate",42.1680833,-4.840417
"Melgar de Yuso",42.2530925,-4.2533643
"Meneses de Campos",41.9413966,-4.9190728
"Micieces de Ojeda",42.6908491,-4.4622322
"Monzón de Campos",42.1164512,-4.4942161
"Moratinos",42.3605222,-4.9266466
"Mudá",42.8760099,-4.3944214
"Nogal de las Huertas",42.3922913,-4.6416359
"Olea de Boedo",42.6088759,-4.4509722
"Olmos de Ojeda",42.7223042,-4.4247325
"Osornillo",42.3701512,-4.2911423
"Palencia",42.4096322,-4.616100410293067
"Palenzuela",42.0952764,-4.1300087
"Páramo de Boedo",42.5778506,-4.4003243
"Paredes de Nava",42.1528695,-4.6922384
"Payo de Ojeda",42.7192977,-4.478643
"Pedraza de Campos",41.9844125,-4.7343652
"Pedrosa de la Vega",42.4814511,-4.7467438
"Perales",42.1935939,-4.5805331
"Pino del Río",42.6444308,-4.8059158
"Piña de Campos",42.2134722,-4.4362894
"Población de Arroyo",42.3369489,-4.8740936
"Población de Campos",42.2697479,-4.4471347
"Población de Cerrato",41.7926299,-4.427955
"Polentinos",42.9387931,-4.5264759
"Pomar de Valdivia",42.7745019,-4.1674162
"Poza de la Vega",42.5778096,-4.7973318
"Pozo de Urama",42.2532748,-4.8939337
"Prádanos de Ojeda",42.6804098,-4.3470193
"La Puebla de Valdavia",42.6715979,-4.610052
"Quintana del Puente",42.0841001,-4.2074696
"Quintanilla de Onsoña",42.4694116,-4.6642034
"Reinoso de Cerrato",41.9765269,-4.3829532
"Renedo de la Vega",42.4533309,-4.703369
"Requena de Campos",42.30785,-4.3428348
"Respenda de la Peña",42.7652208,-4.6860529
"Revenga de Campos",42.2841796,-4.4820395
"Revilla de Collazos",42.6290611,-4.5037161
"Ribas de Campos",42.1526374,-4.5164117
"Riberos de la Cueza",42.2784342,-4.7247277
"Saldaña",42.5227119,-4.7364391
"Salinas de Pisuerga",42.8504615,-4.3769757
"San Cebrián de Campos",42.2010196,-4.5304159
"San Cebrián de Mudá",42.8927342,-4.3864962
"San Cristóbal de Boedo",42.5418311,-4.3532021
"San Mamés de Campos",42.35478,-4.5658356
"San Román de la Cuba",42.2621227,-4.8569195
"Santa Cecilia del Alcor",41.9341653,-4.6586291
"Santa Cruz de Boedo",42.5255042,-4.3736548
"Santervás de la Vega",42.5068203,-4.7985326
"Santibáñez de Ecla",42.707615,-4.374304
"Santibáñez de la Peña",42.8026206,-4.7393486
"Santoyo",42.2149995,-4.3431765
"La Serna",42.4157678,-4.6645088
"Sotobañado y Priorato",42.5899293,-4.4422136
"Soto de Cerrato",41.9530164,-4.4301671
"Tabanera de Cerrato",42.0247826,-4.1234622
"Tabanera de Valdavia",42.6473734,-4.6934476
"Támara de Campos",42.2035789,-4.3935873
"Tariego de Cerrato",41.9049336,-4.4811717
"Torquemada",42.0340573,-4.3189266
"Torremormojón",41.9605467,-4.7776238
"Triollo",42.9243179,-4.6810643
"Valbuena de Pisuerga",42.1462711,-4.2390887
"Valdeolmillos",42.0410076,-4.3999815
"Valderrábano",42.6073397,-4.6569077
"Valde-Ucieza",42.39719165,-4.577160099969663
"Valle de Cerrato",41.8798301,-4.3621839
"Velilla del Río Carrión",42.8260298,-4.8473699
"Vertavillo",41.8327417,-4.3269532
"Villabasta de Valdavia",42.5606139,-4.6025948
"Villacidaler",42.2214182,-4.9759098
"Villaconancio",41.8714837,-4.223565
"Villada",42.2503959,-4.9671551
"Villaeles de Valdavia",42.5659809,-4.5838316
"Villahán",42.050492,-4.131614
"Villaherreros",42.3886413,-4.4626671
"Villalaco",42.1547483,-4.259306
"Villalba de Guardo",42.7217174,-4.8234443
"Villalcázar de Sirga",42.3167118,-4.541803
"Villalcón",42.2927331,-4.8546716
"Villalobón",42.0306729,-4.5036687
"Villaluenga de la Vega",42.5231823,-4.7650478
"Villamartín de Campos",42.0163797,-4.6630388
"Villamediana",42.0501652,-4.3612173
"Villameriel",42.5284016,-4.4756512
"Villamoronta",42.402789,-4.6989708
"Villamuera de la Cueza",42.2588686,-4.6881539
"Villamuriel de Cerrato",41.9515154,-4.5151999
"Villanueva del Rebollar",42.2412431,-4.7420949
"Villanuño de Valdavia",42.5074461,-4.5190881
"Villaprovedo",42.5169576,-4.3963974
"Villarmentero de Campos",42.2971612,-4.499231
"Villarrabé",42.4206517,-4.7840853
"Villarramiel",42.0431165,-4.9131746
"Villasarracino",42.4126984,-4.4960199
"Villasila de Valdavia",42.5320097,-4.5588013
"Villaturde",42.3779394,-4.670475
"Villaumbrales",42.0889343,-4.6130007
"Villaviudas",41.9616715,-4.3415693
"Villerías de Campos",41.9447004,-4.8560902
"Villodre",42.211561,-4.2458531
"Villodrigo",42.144524,-4.0947851
"Villoldo",42.2450964,-4.5965081
"Villota del Páramo",42.5522706,-4.8480686
"Villovieco",42.2954371,-4.4819042
"Osorno la Mayor",42.4106725,-4.3609815
"Valle del Retortillo",42.2161871,-4.775786861076861
"Loma de Ucieza",42.4771428,-4.578716473021888
"La Pernía",43.00349555,-4.505113312884793
"Agaete",28.1008499,-15.7023479
"Agüimes",27.9049541,-15.4445131
"Antigua",42.1791551,-5.6899182
"Arrecife",28.9639681,-13.5499014
"Artenara",28.0200099,-15.6465416
"Arucas",28.1184492,-15.5232237
"Betancuria",28.4249637,-14.0573104
"Firgas",28.1072107,-15.5632366
"Gáldar",28.1442408,-15.6542506
"Haría",29.1458859,-13.5001038
"Ingenio",27.9183781,-15.4357949
"Mogán",27.8838269,-15.7229909
"Moya",39.9479049,-1.366237
"La Oliva",28.6487751,-13.9225701
"Pájara",28.3497867,-14.1080857
"Las Palmas de Gran Canaria",28.1288694,-15.4349015
"Puerto del Rosario",28.4993424,-13.8599051
"San Bartolomé",29.0017041,-13.6139122
"San Bartolomé de Tirajana",27.9252512,-15.5729983
"La Aldea de San Nicolás",27.9827393,-15.779715
"Santa Brígida",28.035684,-15.4974676
"Santa Lucía de Tirajana",27.9115471,-15.5405202
"Santa María de Guía de Gran Canaria",28.1390522,-15.6318282
"Teguise",29.0592518,-13.5602184
"Tejeda",27.9953756,-15.6153664
"Telde",27.9984538,-15.4166761
"Teror",28.0590002,-15.5475653
"Tías",28.9543147,-13.6529153
"Tinajo",29.066738,-13.676179
"Tuineje",28.3256078,-14.0460201
"Valsequillo de Gran Canaria",27.98202885,-15.507715684820075
"Valleseco",28.0501609,-15.5744925
"Vega de San Mateo",28.0095796,-15.5325123
"Yaiza",28.9528697,-13.7642134
"Arbo",42.1201334,-8.318240156434458
"Barro",42.52102885,-8.639452911671075
"Baiona",42.1195339,-8.8501649
"Bueu",42.3272768,-8.7863966
"Caldas de Reis",42.6041056,-8.6421712
"Cambados",42.51439,-8.8138414
"Campo Lameiro",42.5379231,-8.510121544272
"Cangas",42.2647235,-8.7796487
"A Cañiza",42.2127485,-8.276041
"Catoira",42.6672017,-8.7218548
"Covelo",42.26839385,-8.35274255790337
"Crecente",42.1516954,-8.2239168
"Cuntis",42.6353362,-8.5617942
"Dozón",42.5950221,-8.04734572247645
"A Estrada",42.6880102,-8.4907139
"Forcarei",42.5900309,-8.3509643
"Fornelos de Montes",42.32783365,-8.43531389895821
"Agolada",42.762592,-8.0184167
"Gondomar",42.1107672,-8.7620688
"O Grove",42.4693872,-8.8949654
"A Guarda",41.9012451,-8.8742166
"Lalín",42.6614127,-8.1109759
"A Lama",42.41536355,-8.386562089096664
"Marín",42.3922393,-8.7029421
"Meaño",42.4529577,-8.791558689054892
"Meis",42.4996133,-8.724936507774776
"Moaña",42.2816553,-8.7356868
"Mondariz",42.2329417,-8.4548756
"Mondariz-Balneario",42.2270277,-8.4673389
"Moraña",42.56255355,-8.585156161456554
"Mos",42.1879926,-8.626219844164014
"As Neves",42.0882235,-8.4148446
"Nigrán",42.1405445,-8.8070821
"Oia",42.031505,-8.844409785573422
"Pazos de Borbén",42.2849584,-8.530047868320796
"Pontevedra",42.4318876,-8.6431592
"O Porriño",42.1618812,-8.6202683
"Portas",42.56393655,-8.657084758541961
"Poio",42.4332306,-8.6590994
"Ponteareas",42.1741836,-8.5050427
"Ponte Caldelas",42.3888113,-8.501742
"Pontecesures",42.71699425,-8.64384475352227
"Redondela",42.284221,-8.6085992
"Ribadumia",42.51333,-8.753760643618369
"Rodeiro",42.6490377,-7.9481672
"O Rosal",41.93671895,-8.825675539964132
"Salceda de Caselas",42.1068416,-8.562061912682658
"Salvaterra de Miño",42.10812335,-8.489793688339
"Sanxenxo",42.4003559,-8.8065952
"Silleda",42.697981,-8.2466373
"Soutomaior",42.3386253,-8.572627607680563
"Tomiño",41.9960109,-8.731411992312172
"Tui",42.0501375,-8.6466411
"Valga",42.6892659,-8.648115741005968
"Vigo",42.2376602,-8.7247205
"Vilaboa",42.3433945,-8.664149664140854
"Vila de Cruces",42.7937228,-8.1699391
"Vilagarcía de Arousa",42.5950502,-8.74305369469426
"Vilanova de Arousa",42.5622257,-8.8265651
"A Illa de Arousa",42.55003895,-8.867156127774127
"Cerdedo-Cotobade",42.5503595,-8.4072896
"Abusejo",40.708994,-6.1407932
"Agallas",40.4489784,-6.4414485
"Ahigal de los Aceiteros",40.8724904,-6.7462417
"Ahigal de Villarino",41.1579679,-6.3793342
"La Alameda de Gardón",40.6508396,-6.7581352
"La Alamedilla",40.4724139,-6.82828
"Alaraz",40.7479808,-5.2880434
"Alba de Tormes",40.8266317,-5.514271
"Alba de Yeltes",40.6714704,-6.3164684
"La Alberca",40.4889361,-6.1104867
"La Alberguería de Argañán",40.4119598,-6.814641
"Alconada",40.9116545,-5.3622294
"Aldeacipreste",40.3811075,-5.8978503
"Aldeadávila de la Ribera",41.2185533,-6.6197619
"Aldea del Obispo",40.7070822,-6.7928804
"Aldealengua",40.9810571,-5.5507326
"Aldeanueva de Figueroa",41.1475441,-5.523389
"Aldeanueva de la Sierra",40.6151176,-6.1002946
"Aldearrodrigo",41.1111845,-5.8063091
"Aldearrubia",41.008202,-5.4989374
"Aldeaseca de Alba",40.8192396,-5.4457359
"Aldeaseca de la Frontera",40.9414175,-5.2067447
"Aldeatejada",40.9249715,-5.6910803
"Aldeavieja de Tormes",40.5831764,-5.6163061
"Aldehuela de la Bóveda",40.8445104,-6.048226
"Aldehuela de Yeltes",40.6625539,-6.243397
"Almenara de Tormes",41.0640987,-5.822883
"Almendra",41.2296884,-6.3407669
"Anaya de Alba",40.7277827,-5.4923608
"Añover de Tormes",41.1364093,-5.9148371
"Arabayona de Mógica",41.0472623,-5.3861148
"Arapiles",40.8938024,-5.6454046
"Arcediano",41.0936182,-5.5602675
"El Arco",41.1100862,-5.8244943
"Armenteros",40.5927066,-5.4482568
"San Miguel del Robledo",40.5367707,-6.0449626
"La Atalaya",40.5030788,-6.4140467
"Babilafuente",40.9776248,-5.4252383
"Bañobárez",40.8493325,-6.6127882
"Barbadillo",40.932821,-5.881979
"Barbalos",40.6770678,-5.9421514
"Barceo",41.0612538,-6.452043
"Barruecopardo",41.0725456,-6.6662383
"La Bastida",40.5852831,-6.058329
"Béjar",40.3865812,-5.7649619
"Beleña",40.749959,-5.6265822
"Bermellar",40.9994319,-6.6710727
"Berrocal de Huebra",40.7187428,-6.0002251
"Berrocal de Salvatierra",40.633183,-5.6888316
"Boada",40.8156221,-6.3055378
"El Bodón",40.4868949,-6.5755741
"Bogajo",40.9057597,-6.5304633
"La Bouza",40.836137,-6.7963394
"Bóveda del Río Almar",40.8574402,-5.2103225
"Brincones",41.1146754,-6.3479305
"Buenamadre",40.8568903,-6.2508147
"Buenavista",40.7672996,-5.6112011
"El Cabaco",40.5648424,-6.1276745
"Cabezabellosa de la Calzada",41.0444068,-5.4890785
"La Cabeza de Béjar",40.4960866,-5.6630348
"Cabeza del Caballo",41.1293878,-6.558837
"Cabrerizos",40.9786623,-5.6090032
"Cabrillas",40.7397092,-6.1779843
"Calvarrasa de Abajo",40.9466557,-5.5525911
"Calvarrasa de Arriba",40.9064199,-5.5923007
"La Calzada de Béjar",40.4115886,-5.8182628
"Calzada de Don Diego",40.905963,-5.9020784
"Calzada de Valdunciel",41.0866628,-5.7023399
"Campillo de Azaba",40.510727,-6.6888708
"El Campo de Peñaranda",40.9864523,-5.2574746
"Candelario",40.368422,-5.7448323
"Canillas de Abajo",40.9222051,-5.9289689
"Cantagallo",40.3730712,-5.8177649
"Cantalapiedra",41.1236417,-5.1828833
"Cantalpino",41.0525942,-5.329936
"Cantaracillo",40.9034493,-5.1635137
"Carbajosa de la Sagrada",40.9329307,-5.6508263
"Carpio de Azaba",40.5957827,-6.646288
"Carrascal de Barregas",40.9785475,-5.761562
"Carrascal del Obispo",40.7635857,-5.9981445
"Casafranca",40.5938599,-5.7604576
"Las Casas del Conde",40.507597,-6.0413664
"Casillas de Flores",40.3831083,-6.7534567
"Castellanos de Moriscos",41.018499,-5.5901998
"Castillejo de Martín Viejo",40.7010553,-6.645907
"Castraz",40.7054079,-6.3340007
"Cepeda",40.4651479,-6.0407743
"Cereceda de la Sierra",40.5662971,-6.0923097
"Cerezal de Peñahorcada",41.1303953,-6.6538463
"Cerralbo",40.9743999,-6.5868328
"El Cerro",40.3270387,-5.9159836
"Cespedosa de Tormes",40.5445749,-5.5796454
"Cilleros de la Bastida",40.5764747,-6.0611439
"Cipérez",40.9626362,-6.2649394
"Ciudad Rodrigo",40.5973921,-6.5335182
"Coca de Alba",40.8780162,-5.3649354
"Colmenar de Montemayor",40.3992434,-5.956276
"Cordovilla",40.9512623,-5.4070677
"Cristóbal",40.4692924,-5.8898816
"El Cubo de Don Sancho",40.8910157,-6.3057661
"Chagarcía Medianero",40.6490995,-5.3814275
"Dios le Guarde",40.6421867,-6.3114043
"Doñinos de Ledesma",41.0115802,-6.0339649
"Doñinos de Salamanca",40.9592297,-5.7461394
"Éjeme",40.7666852,-5.5390425
"La Encina",40.4993696,-6.5305442
"Encina de San Silvestre",41.014567,-6.0927389
"Encinas de Abajo",40.9343682,-5.4696984
"Encinas de Arriba",40.7709572,-5.556518
"Encinasola de los Comendadores",41.0304889,-6.5317368
"Endrinal",40.5906451,-5.8043348
"Escurial de la Sierra",40.6165029,-5.9543708
"Espadaña",41.0622425,-6.2852703
"Espeja",40.5656698,-6.7157965
"Espino de la Orbada",41.1072603,-5.4238395
"Florida de Liébana",41.0246765,-5.7619788
"Forfoleda",41.0990542,-5.7491261
"Frades de la Sierra",40.6577295,-5.7837246
"La Fregeneda",40.9891609,-6.8661515
"Fresnedoso",40.4363188,-5.70964
"Fresno Alhándiga",40.7127047,-5.6164191
"La Fuente de San Esteban",40.8010575,-6.2573684
"Fuenteguinaldo",40.4291186,-6.676293
"Fuenteliante",40.8752009,-6.5726791
"Fuenterroble de Salvatierra",40.5640872,-5.7338898
"Fuentes de Béjar",40.5091667,-5.6916642
"Fuentes de Oñoro",40.5885229,-6.8132385
"Gajates",40.7823957,-5.3647374
"Galindo y Perahuy",40.9430522,-5.8721458
"Galinduste",40.6640934,-5.5398866
"Galisancho",40.7436125,-5.5552805
"Gallegos de Argañán",40.6310965,-6.7021817
"Gallegos de Solmirón",40.5369588,-5.4477376
"Garcibuey",40.5160656,-5.9922747
"Garcihernández",40.8600646,-5.4357531
"Garcirrey",40.9013423,-6.1302791
"Gejuelo del Barro",41.0771748,-6.1237903
"Golpejas",40.9998207,-5.9078911
"Gomecello",41.0430324,-5.535045
"Guadramiro",41.0169758,-6.4932794
"Guijo de Ávila",40.5307637,-5.6401978
"Guijuelo",40.5578842,-5.6704362
"Herguijuela de Ciudad Rodrigo",40.4582826,-6.5209705
"Herguijuela de la Sierra",40.4452222,-6.0744174
"Herguijuela del Campo",40.6307421,-5.8637055
"Hinojosa de Duero",40.9859156,-6.7956914
"Horcajo de Montemayor",40.4215003,-5.8945223
"Horcajo Medianero",40.6393197,-5.4057376
"La Hoya",40.4066413,-5.6989123
"Huerta",40.9684453,-5.468435
"Iruelos",41.1417403,-6.3281576
"Ituero de Azaba",40.4849112,-6.6932156
"Juzbado",41.0775544,-5.8609827
"Lagunilla",40.3247404,-5.9717522
"Larrodrigo",40.7366281,-5.4491021
"Ledesma",41.0903872,-5.9987649
"Ledrada",40.4688626,-5.7200543
"Linares de Riofrío",40.5822963,-5.9195865
"Lumbrales",40.9364713,-6.7204227
"Macotera",40.8307306,-5.2853851
"Machacón",40.9260708,-5.5241651
"Madroñal",40.4642383,-6.0628365
"El Maíllo",40.5659979,-6.1801033
"Malpartida",40.7625157,-5.2326741
"Mancera de Abajo",40.8398631,-5.1989493
"El Manzano",41.1749604,-6.2875837
"Martiago",40.4542174,-6.490017
"Martinamor",40.8067817,-5.6000097
"Martín de Yeltes",40.775789,-6.2912793
"Masueco",41.2039379,-6.5887606
"Castellanos de Villiquera",41.0522121,-5.6948621
"La Mata de Ledesma",41.0003986,-5.9708048
"Matilla de los Caños del Río",40.8250251,-5.9429224
"La Maya",40.6864019,-5.6125238
"Membribe de la Sierra",40.6903863,-5.8063282
"Mieza",41.1629627,-6.6902782
"El Milano",41.0923837,-6.5984217
"Miranda de Azán",40.8868068,-5.6817029
"Miranda del Castañar",40.4843849,-5.9988087
"Mogarraz",40.4922174,-6.0532476
"Molinillo",40.4689678,-5.9451942
"Monforte de la Sierra",40.4832509,-6.056028
"Monleón",40.584442,-5.8471379
"Monleras",41.1862209,-6.2265124
"Monsagro",40.5036793,-6.2711505
"Montejo",40.6329037,-5.6224313
"Montemayor del Río",40.3478223,-5.8948548
"Monterrubio de Armuña",41.0277653,-5.6422552
"Monterrubio de la Sierra",40.7561053,-5.6927414
"Morasverdes",40.6030935,-6.2745505
"Morille",40.8082578,-5.6972237
"Moríñigo",40.9706153,-5.4138031
"Moriscos",41.0080976,-5.5831022
"Moronta",40.9773108,-6.4302682
"Mozárbez",40.8563307,-5.6513631
"Narros de Matalayegua",40.6990633,-5.9268707
"Navacarros",40.3979551,-5.7143348
"Nava de Béjar",40.4754326,-5.6787329
"Nava de Francia",40.5362584,-6.1135342
"Nava de Sotrobal",40.8896401,-5.2857299
"Navales",40.7885321,-5.4789303
"Navalmoral de Béjar",40.4231446,-5.782842
"Navamorales",40.4769369,-5.4786156
"Navarredonda de la Rinconada",40.6068262,-6.0114772
"Navasfrías",40.2959784,-6.8192419
"Negrilla de Palencia",41.0919534,-5.5922535
"Olmedo de Camaces",40.8804555,-6.6236298
"La Orbada",41.1027908,-5.4830243
"Pajares de la Laguna",41.0875757,-5.5090893
"Palacios del Arzobispo",41.1659793,-5.8899757
"Palaciosrubios",41.0523543,-5.1948709
"Palencia de Negrilla",41.0942842,-5.6014023
"Parada de Arriba",40.986719,-5.7922196
"Parada de Rubiales",41.1479206,-5.4362186
"Paradinas de San Juan",40.9839936,-5.1534922
"Pastores",40.5149268,-6.5100082
"El Payo",40.2858625,-6.7274018
"Pedraza de Alba",40.7562378,-5.373362
"Pedrosillo de Alba",40.8225583,-5.3953579
"Pedrosillo de los Aires",40.7149387,-5.7050775
"Pedrosillo el Ralo",41.0632531,-5.5476734
"El Pedroso de la Armuña",41.0813756,-5.3969939
"Pelabravo",40.9366792,-5.5790972
"Pelarrodríguez",40.887749,-6.211184
"Pelayos",40.6497928,-5.5756541
"La Peña",41.1754366,-6.5187144
"Peñacaballera",40.3442754,-5.8606859
"Peñaparda",40.3203715,-6.6704375
"Peñaranda de Bracamonte",40.9024602,-5.2006416
"Peñarandilla",40.8834297,-5.3931811
"Peralejos de Abajo",41.0042658,-6.3620466
"Peralejos de Arriba",41.0048108,-6.3337391
"Pereña de la Ribera",41.2394584,-6.5233717
"Peromingo",40.4635923,-5.7721684
"Pinedas",40.4450129,-5.9609431
"El Pino de Tormes",41.0395098,-5.792797
"Pitiegua",41.0626777,-5.466176
"Pizarral",40.6161491,-5.6503843
"Poveda de las Cintas",41.0463168,-5.2604557
"Pozos de Hinojo",40.9137675,-6.4111023
"Puebla de Azaba",40.446894,-6.7456794
"Puebla de San Medel",40.5118883,-5.7377132
"Puebla de Yeltes",40.6250248,-6.18205
"Puente del Congosto",40.4894071,-5.5261785
"Puertas",41.0972025,-6.2869626
"Puerto de Béjar",40.350033,-5.8388761
"Puerto Seguro",40.8274835,-6.7606594
"Rágama",40.9970072,-5.1274597
"La Redonda",40.9080833,-6.7489952
"Retortillo",40.8016102,-6.359478
"La Rinconada de la Sierra",40.6115511,-6.0196022
"Robleda",40.3855498,-6.6043166
"Robliza de Cojos",40.8673278,-5.9772044
"Rollán",40.962603,-5.9177328
"Saelices el Chico",40.6696789,-6.6333393
"La Sagrada",40.7437184,-6.0712929
"Salamanca",40.9651572,-5.6640182
"Saldeana",41.0213972,-6.6379698
"Salmoral",40.8015774,-5.2193644
"Salvatierra de Tormes",40.5886164,-5.5980169
"San Cristóbal de la Cuesta",41.0292742,-5.6186299
"Sancti-Spíritus",40.7054616,-6.4005474
"Sanchón de la Ribera",41.0884029,-6.4137772
"Sanchón de la Sagrada",40.743199,-6.0249609
"Sanchotello",40.4383246,-5.7532266
"Sando",40.9684419,-6.1109973
"San Esteban de la Sierra",40.506534,-5.9061444
"San Felices de los Gallegos",40.850122,-6.7088436
"San Martín del Castañar",40.5222349,-6.0646428
"San Miguel de Valero",40.5420995,-5.9225133
"San Morales",40.9935287,-5.5022626
"San Muñoz",40.7847654,-6.1265642
"San Pedro del Valle",41.0335775,-5.8607152
"San Pedro de Rozados",40.790471,-5.7381386
"San Pelayo de Guareña",41.1165634,-5.8575464
"Santa María de Sando",40.9787511,-6.1289175
"Santa Marta de Tormes",40.9492102,-5.6306215
"Santiago de la Puebla",40.8019518,-5.2798486
"Santibáñez de Béjar",40.4885673,-5.6118141
"Santibáñez de la Sierra",40.4943348,-5.9152698
"Santiz",41.2058865,-5.8960447
"Los Santos",40.5449825,-5.7972566
"Sardón de los Frailes",41.2145473,-6.270895
"Saucelle",41.0481976,-6.7513831
"El Sahugo",40.4144679,-6.5418679
"Sepulcro-Hilario",40.6988563,-6.186224
"Sequeros",40.5120817,-6.0246972
"Serradilla del Arroyo",40.5214395,-6.3599052
"Serradilla del Llano",40.5003242,-6.3566894
"La Sierpe",40.645467,-5.8569297
"Sieteiglesias de Tormes",40.7427699,-5.5763835
"Sobradillo",40.9175505,-6.7988431
"Sorihuela",40.4440404,-5.6778047
"Sotoserrano",40.4373792,-6.0332967
"Tabera de Abajo",40.9105527,-6.0014533
"La Tala",40.5898491,-5.53579
"Tamames",40.6567714,-6.1056098
"Tarazona de Guareña",41.1722212,-5.2499246
"Tardáguila",41.1142681,-5.5742762
"El Tejado",40.4426592,-5.5388481
"Tejeda y Segoyuela",40.6321386,-6.023044
"Tenebrón",40.6247336,-6.3548703
"Terradillos",40.8389232,-5.5411976
"Topas",41.1574766,-5.6329809
"Tordillos",40.8522744,-5.3519824
"El Tornadizo",40.5420699,-5.8930586
"Torresmenudas",41.1023316,-5.7847217
"Trabanca",41.2328785,-6.3837424
"Tremedal de Tormes",41.0744047,-6.1815403
"Valdecarros",40.7693875,-5.422323
"Valdefuentes de Sangusín",40.4663875,-5.8326427
"Valdehijaderos",40.4193015,-5.8489097
"Valdelacasa",40.5059938,-5.7640448
"Valdelageve",40.3691265,-5.9910255
"Valdelosa",41.1713985,-5.7839875
"Valdemierque",40.8228876,-5.581335
"Valderrodrigo",41.0657644,-6.5079709
"Valdunciel",41.0857338,-5.6715006
"Valero",40.5347585,-5.9419416
"Valsalabroso",41.1099617,-6.5028074
"Valverde de Valdelacasa",40.4812228,-5.7811248
"Valverdón",41.0468489,-5.7695719
"Vallejera de Riofrío",40.4091472,-5.719642
"Vecinos",40.7782176,-5.8782606
"Vega de Tirados",41.0252969,-5.8871142
